block_id,session_id,block_order,block_type,source_block_name,volume_m,prescription_text,zones,styles,materials,skills,parse_origin,machine_status,source_sheet,source_row
RKF-18+-MF-24-B08,RKF-18+-MF-24,8,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,25
RKF-18+-MF-25-B01,RKF-18+-MF-25,1,Aquecimento,Aquecimento,900,900 aquecimento,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B02,RKF-18+-MF-25,2,Técnica/Fundamento,Técnica,700,700 técnica,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B03,RKF-18+-MF-25,3,Perna,Perna,600,600 perna,,,,Perna,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B04,RKF-18+-MF-25,4,Braço/Força,Braço/Força,400,400 braço,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B05,RKF-18+-MF-25,5,Pré-série,Pré-série,500,500 pré,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B06,RKF-18+-MF-25,6,Principal,Principal + intervalos,2400,4×600: 200 IM A1@20 +2×100 especialidade A3@30 +100 IM A1@20 +2×50 especialidade AN1@50; +1'40 entre blocos.,AN1|A3|A1,Medley,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B07,RKF-18+-MF-25,7,Pós-série,Pós-série,500,500 pós,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-25-B08,RKF-18+-MF-25,8,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,26
RKF-18+-MF-26-B01,RKF-18+-MF-26,1,Aquecimento,Aquecimento,900,900 aquecimento,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B02,RKF-18+-MF-26,2,Técnica/Fundamento,Técnica,500,500 técnica,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B03,RKF-18+-MF-26,3,Perna,Perna,800,800: 8×100 perna prog 2A1/2A2/2A3/2prog,,,,Perna,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B04,RKF-18+-MF-26,4,Braço/Força,Braço/Força,400,400 braço,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B05,RKF-18+-MF-26,5,Pré-série,Pré-série,500,500 pré,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B06,RKF-18+-MF-26,6,Principal,Principal + intervalos,2400,6×400: 50 perna resistida@35 +50 perna livre forte@30 +50 nado A3@30 +100 A1@20 +50 nado A3@30 +50 A1@15 +50 AN1@45; +1'15.,AN1|A3|A1,Livre/Crawl,,Perna,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B07,RKF-18+-MF-26,7,Pós-série,Pós-série,500,500 pós,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-26-B08,RKF-18+-MF-26,8,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,27
RKF-18+-MF-27-B01,RKF-18+-MF-27,1,Aquecimento,Aquecimento,1000,1000 aquecimento,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B02,RKF-18+-MF-27,2,Técnica/Fundamento,Técnica,500,500 técnica,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B03,RKF-18+-MF-27,3,Perna,Perna,600,600 perna,,,,Perna,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B04,RKF-18+-MF-27,4,Braço/Força,Braço/Força,500,500 braço,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B05,RKF-18+-MF-27,5,Pré-série,Pré-série,500,500 pré,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B06,RKF-18+-MF-27,6,Principal,Principal + intervalos,2400,3×800: 300 A3 controlado@45 +200 A1@20 +200 A3 alto@40 +100 AN1@1'; +1'30 entre blocos.,AN1|A3|A1,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B07,RKF-18+-MF-27,7,Pós-série,Pós-série,500,500 pós,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-27-B08,RKF-18+-MF-27,8,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,28
RKF-18+-MF-28-B01,RKF-18+-MF-28,1,Aquecimento,Aquecimento,900,900 aquecimento,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B02,RKF-18+-MF-28,2,Técnica/Fundamento,Técnica,500,500 técnica,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B03,RKF-18+-MF-28,3,Perna,Perna,600,600 perna,,,,Perna,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B04,RKF-18+-MF-28,4,Braço/Força,Braço/Força,500,500 braço,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B05,RKF-18+-MF-28,5,Pré-série,Pré-série,500,500 pré,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B06,RKF-18+-MF-28,6,Principal,Principal + intervalos,2400,4×600: 200 A3@40 +100 A1@20 +100 A3 alto@35 +100 A1@20 +50 AN1@45 +50 A1@30; só +1' entre blocos.,AN1|A3|A1,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B07,RKF-18+-MF-28,7,Pós-série,Pós-série,500,500 pós,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-28-B08,RKF-18+-MF-28,8,Regenerativo,Regenerativo,500,500 regenerativo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,29
RKF-18+-MF-29-B01,RKF-18+-MF-29,1,Aquecimento,Aquecimento,1000,1000 aquecimento,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B02,RKF-18+-MF-29,2,Técnica/Fundamento,Técnica,800,800: 200 por estilo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B03,RKF-18+-MF-29,3,Perna,Perna,600,600 perna,,,,Perna,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B04,RKF-18+-MF-29,4,Braço/Força,Braço/Força,400,400 braço,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B05,RKF-18+-MF-29,5,Pré-série,Pré-série,500,500 pré,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B06,RKF-18+-MF-29,6,Principal,Principal + intervalos,2400,4×600: 100 borbo A3@35 +100 livre A1@20 +2×50 costas AN1@45 +100 livre A1@20 +100 peito A3@35 +50 livre A1@20 +50 especialidade máx@1'30; +1' entre blocos.,AN1|A3|A1,Livre/Crawl|Costas|Peito|Borboleta,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B07,RKF-18+-MF-29,7,Pós-série,Pós-série,300,300 pós,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-29-B08,RKF-18+-MF-29,8,Regenerativo,Regenerativo,400,400 regenerativo,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,30
RKF-18+-MF-30-B01,RKF-18+-MF-30,1,Aquecimento,Aquecimento,1000,1000: 400 livre+200 IM+4×50 drill/nado@15+4×50 prog@20,,Livre/Crawl,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B02,RKF-18+-MF-30,2,Técnica/Fundamento,Técnica,600,"600: 12×50, 3 por estilo @15",,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B03,RKF-18+-MF-30,3,Perna,Perna,600,600: 4×50 A1@15 +4×50 A3@25 +4×50 25forte+25nado @30,A3|A1,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B04,RKF-18+-MF-30,4,Braço/Força,Braço/Força,600,600: 6×100=25 palmar M forte+75 A1/A2 @25,A2|A1,,Palmar,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B05,RKF-18+-MF-30,5,Pré-série,Pré-série,600,600: 3×200=100 A1@15 +50 A3@30 +25 A1@15 +25 AN1@40,AN1|A3|A1,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B06,RKF-18+-MF-30,6,Principal,Principal + intervalos,2600,"PI 3×4×100 A1@15/A2@20/A3@30/A3alto@35 +1'25; bloco 3×200=100A1@20+2×50AN1@45 +1'; PII 3×400=100A1@20+3×50A3@30+50A1@15+2×50AN1@45+50A1@20+50máx@1'30, sem extra obrigatório.",A3|A2|A1,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B07,RKF-18+-MF-30,7,Pós-série,Pós-série,400,—,,,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-18+-MF-30-B08,RKF-18+-MF-30,8,Regenerativo,Regenerativo,400,400: 200 livre+100 costas+100 escolha,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_18_Mais_MeioFundo,31
RKF-RRP-01-B01,RKF-RRP-01,1,Aquecimento,Aquecimento,1000,1000: 300 livre A1 amplitude/100 +200 costas A1 +4×50 IM order @15 (25 educativo+25 nado) +4×50 livre @20 (25 scull+25 nado) +2×50 prog A1→A3 @25,A3|A1,Livre/Crawl|Costas|Medley,,Scull,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B02,RKF-RRP-01,2,Técnica/Fundamento,Técnica,500,500: 5×100 @20 — scull/catch-up/punho fechado/respiração bilateral/contagem de braçadas,,,,Scull|Braçadas|Respiração,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B03,RKF-RRP-01,3,Perna,Perna,600,600: 2×[100 perna A1 @20 +2×50 A2 @20 +4×25 forte @25 +100 nado A1 com perna @20],A2|A1,,,Perna,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B04,RKF-RRP-01,4,Braço/Força,Braço/Força,400,400: 8×50 palmar M @20 — 25 forte+25 solto,,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B05,RKF-RRP-01,5,Pré-série,Pré-série,500,500: 5×100 @30 — 50 A1+25 A3+25 RP,A3|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B06,RKF-RRP-01,6,Principal,Principal RRP + intervalos,3000,3000: 10×[100 RP@10 +100 RP@10 +100 A1@2']; A1 realmente regenerativo,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B07,RKF-RRP-01,7,Pós-série,Pós-série,500,500: 5×100 @20 — livre A1 longo /50 costas+50 livre /25 scull+75 livre /reduzir frequência /contar braçadas,A1,Livre/Crawl|Costas,,Scull|Braçadas,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-01-B08,RKF-RRP-01,8,Regenerativo,Regenerativo,500,500: 200 livre+100 costas+100 peito leve+100 escolha,,Livre/Crawl|Costas|Peito,,,structured_from_source,READY,Treinos_RRP_RKF,2
RKF-RRP-02-B01,RKF-RRP-02,1,Aquecimento,Aquecimento,1100,1100: 400 livre A1 +200 IM técnico +4×100 @15 (75 livre+25 estilo) +2×50 prog @20,A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B02,RKF-RRP-02,2,Técnica/Fundamento,Técnica,600,600: 12×50 @15 — 4 scull+nado; 4 braço isolado+nado; 4 cabeça alta+nado longo,,,,Scull,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B03,RKF-RRP-02,3,Perna,Perna,500,500: 10×50 @20 — ímpar A1 longo; par 25 A3+25 A1,A3|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B04,RKF-RRP-02,4,Braço/Força,Braço/Força,500,500: 5×100 palmar M @20 — 75 A2+25 aceleração,A2,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B05,RKF-RRP-02,5,Pré-série,Pré-série,500,500: 10×50 — 1 A1@15 /1 RP@30,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B06,RKF-RRP-02,6,Principal,Principal RRP + intervalos,3200,3200: 8×[3×100 RP@10 +100 A1@2']; 3º RP é referência,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B07,RKF-RRP-02,7,Pós-série,Pós-série,400,400: 8×50 @15 — ímpar 25 scull/educativo+25 nado; par livre A1 longo,A1,Livre/Crawl,,Scull,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-02-B08,RKF-RRP-02,8,Regenerativo,Regenerativo,400,400: 200 costas/livre por 50 +200 livre contínuo,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,3
RKF-RRP-03-B01,RKF-RRP-03,1,Aquecimento,Aquecimento,1200,1200: 600 livre A1 +200 costas +200 IM +4×50 prog @20,A1,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B02,RKF-RRP-03,2,Técnica/Fundamento,Técnica,400,"400: 8×50 @15 — 25 drill+25 nado, mesma contagem de braçadas",,,,Braçadas,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B03,RKF-RRP-03,3,Perna,Perna,600,600: 6×100 @25 — 25 forte+50 A1+25 forte,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B04,RKF-RRP-03,4,Braço/Força,Braço/Força,400,400: 4×100 palmar P @20 — velocidade de aplicação de força,,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B05,RKF-RRP-03,5,Pré-série,Pré-série,600,600: 3×[100 A1@15 +50 A3@30 +50 RP@40],A3|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B06,RKF-RRP-03,6,Principal,Principal RRP + intervalos,4000,4000: 20×[100 máxima intensidade técnica@10 +100 A1@2']; máximo só vale com qualidade,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B07,RKF-RRP-03,7,Pós-série,Pós-série,600,600: 3×200 @30 — costas+livre /50 drill+150 livre /200 livre reduzindo frequência,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-03-B08,RKF-RRP-03,8,Regenerativo,Regenerativo,600,"600: 300 livre+200 costas+100 escolha, sem aceleração",,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,4
RKF-RRP-04-B01,RKF-RRP-04,1,Aquecimento,Aquecimento,900,900: 300 livre +200 costas +200 IM +4×50 prog,,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B02,RKF-RRP-04,2,Técnica/Fundamento,Técnica,600,600: 3×200 @25 — 50 drill+100 eficiente+50 prog,,,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B03,RKF-RRP-04,3,Perna,Perna,700,700: 4×100 A1/A2 @20 +4×50 A3 @30 +4×25 forte @30,A3|A2|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B04,RKF-RRP-04,4,Braço/Força,Braço/Força,400,400: 8×50 palmar alternando A2/A3,A3|A2,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B05,RKF-RRP-04,5,Pré-série,Pré-série,600,600: 6×100 @30 — 25 A1+25 A2+25 A3+25 RP,A3|A2|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B06,RKF-RRP-04,6,Principal,Principal RRP + intervalos,3000,3000: B1 3×(100RP@10+100A1@2')=600; B2 3×(2×100RP@10+100A1@2')=900; B3 3×(3×100RP@10+100A1@2')=1200; final 3×100RP@30,,,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B07,RKF-RRP-04,7,Pós-série,Pós-série,500,500: 5×100 @20 — 25 costas+25 peito leve+50 livre A1,A1,Livre/Crawl|Costas|Peito,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-04-B08,RKF-RRP-04,8,Regenerativo,Regenerativo,400,400: 4×100 muito leves livre/costas/livre/escolha,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,5
RKF-RRP-05-B01,RKF-RRP-05,1,Aquecimento,Aquecimento,1000,1000: 4×250 @20: livre A1 / 200 livre+50 costas /150 livre+100 IM /200 A1+50 prog,A1,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B02,RKF-RRP-05,2,Técnica/Fundamento,Técnica,400,400: 16×25 @10 — scull/drill/nado eficiente/aceleração,,,,Scull,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B03,RKF-RRP-05,3,Perna,Perna,600,600: 12×50 — 4 A1@15 +4 A2@20 +4 A3@30,A3|A2|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B04,RKF-RRP-05,4,Braço/Força,Braço/Força,500,500: 10×50 palmar P/M alternado @20,,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B05,RKF-RRP-05,5,Pré-série,Pré-série,700,700: 7×100 — A1/A2/A3/RP/A1/A3/RP,A3|A2|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B06,RKF-RRP-05,6,Principal,Principal RRP + intervalos,3000,3000: arquitetura decrescente 3 RP:1 A1 → 2:1 → 1 máximo:1 A1; reduzir densidade e aumentar exigência de velocidade,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B07,RKF-RRP-05,7,Pós-série,Pós-série,500,500: 10×50 @15 — 1 técnico+1 A1 ×5,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-05-B08,RKF-RRP-05,8,Regenerativo,Regenerativo,400,400: 200 livre+200 costas/livre por 50,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,6
RKF-RRP-06-B01,RKF-RRP-06,1,Aquecimento,Aquecimento,1200,1200: 400 livre +4×100 IM @20 +4×50 perna/nado @15 +4×50 prog @20,,Livre/Crawl|Medley,,Perna,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B02,RKF-RRP-06,2,Técnica/Fundamento,Técnica,500,"500: 5×100 @20 — 25 scull+25 drill+50 nado, mesmo nº braçadas",,,,Scull|Braçadas,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B03,RKF-RRP-06,3,Perna,Perna,600,600: 3×200 — 100 perna A2 @20 +2×50 A3 @25,A3|A2,,,Perna,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B04,RKF-RRP-06,4,Braço/Força,Braço/Força,600,600: 6×100 palmar M — 50 A2+50 A3 @25,A3|A2,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B05,RKF-RRP-06,5,Pré-série,Pré-série,500,500: 5×100 — 75 A2+25 RP400 @25,A2,,,,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B06,RKF-RRP-06,6,Principal,Principal RRP + intervalos,3000,3000: 10×[2×100 RP400@10 +100 A1@2']; registrar tempo e braçadas,A1,,,Braçadas,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B07,RKF-RRP-06,7,Pós-série,Pós-série,600,600: 6×100 @20 — 2 livre A1 longo; costas/livre; scull+livre; 2 livre A1 econômico,A1,Livre/Crawl|Costas,,Scull,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-06-B08,RKF-RRP-06,8,Regenerativo,Regenerativo,400,400: 200 costas+200 livre,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,7
RKF-RRP-07-B01,RKF-RRP-07,1,Aquecimento,Aquecimento,900,900: 300 livre +200 costas +4×50 técnica +4×50 prog,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B02,RKF-RRP-07,2,Técnica/Fundamento,Técnica,500,500: 10×50 @15 — 25 cabeça alta+25 nado longo,,,,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B03,RKF-RRP-07,3,Perna,Perna,700,700: 7×100 @25 — 50 perna A2+25 A3+25 nado transferência,A3|A2,,,Perna,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B04,RKF-RRP-07,4,Braço/Força,Braço/Força,500,500: 5×100 @30 — 25 palmar G forte+75 nado solto,,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B05,RKF-RRP-07,5,Pré-série,Pré-série,600,600: 3×[100 A1@15 +50 RP200@30 +50 A1@15],A1,,,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B06,RKF-RRP-07,6,Principal,Principal RRP + intervalos,3000,3000: 10×[100 RP controlado@10 +100 simulando 2º100 do 200@10 +100 A1@2'],A1,,,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B07,RKF-RRP-07,7,Pós-série,Pós-série,500,500: 5×100 @20 — 50 livre A1+50 costas,A1,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-07-B08,RKF-RRP-07,8,Regenerativo,Regenerativo,400,400: 4×100 escolha muito leve,,,,,structured_from_source,READY,Treinos_RRP_RKF,8
RKF-RRP-08-B01,RKF-RRP-08,1,Aquecimento,Aquecimento,1000,1000: 500 livre A1 +5×100 IM progressivo por 25,A1,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B02,RKF-RRP-08,2,Técnica/Fundamento,Técnica,500,500: 20×25 alternando drill/nado,,,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B03,RKF-RRP-08,3,Perna,Perna,600,600: 8×75 @25 — 25 A1+25 A3+25 forte,A3|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B04,RKF-RRP-08,4,Braço/Força,Braço/Força,400,400: 8×50 palmar @20,,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B05,RKF-RRP-08,5,Pré-série,Pré-série,600,600: 12×50 — 3 A1/3 A2/3 A3/3 RP,A3|A2|A1,,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B06,RKF-RRP-08,6,Principal,Principal RRP + intervalos,3200,3200: 8×[100 RP controlado@10 +100 RP alvo@10 +100 RP alto@10 +100 A1@2'],A1,,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B07,RKF-RRP-08,7,Pós-série,Pós-série,600,600: 12×50 @15 — 4 pegada/4 comprimento/4 relaxamento-alinhamento,,,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-08-B08,RKF-RRP-08,8,Regenerativo,Regenerativo,400,400: 200 livre+100 costas+100 escolha,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,9
RKF-RRP-09-B01,RKF-RRP-09,1,Aquecimento,Aquecimento,1100,1100: 400 livre +300 IM +4×50 técnica +4×50 aceleração,,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B02,RKF-RRP-09,2,Técnica/Fundamento,Técnica,500,500: 5×100 — 50 drill+50 nado perfeito,,,,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B03,RKF-RRP-09,3,Perna,Perna,500,500: 20×25 — 4 A1/1 máximo ×4,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B04,RKF-RRP-09,4,Braço/Força,Braço/Força,600,600: 3×200 palmar — 150 A2+50 A3 @30,A3|A2,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B05,RKF-RRP-09,5,Pré-série,Pré-série,600,600: 6×100 — 75 A1+25 máximo técnico @40,A1,,,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B06,RKF-RRP-09,6,Principal,Principal RRP + intervalos,3000,3000: 15×[100 máximo técnico@10 +100 A1@2'],A1,,,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B07,RKF-RRP-09,7,Pós-série,Pós-série,800,800: 4×200 @30 — costas/livre A1; drill+livre; pull sem palmar; nado completo A1,A1,Livre/Crawl|Costas,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-09-B08,RKF-RRP-09,8,Regenerativo,Regenerativo,400,400: 200 livre+200 escolha extremamente leve,,Livre/Crawl,,,structured_from_source,READY,Treinos_RRP_RKF,10
RKF-RRP-10-B01,RKF-RRP-10,1,Aquecimento,Aquecimento,1000,1000: 300 livre +300 IM +200 costas +4×50 prog,,Livre/Crawl|Costas|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B02,RKF-RRP-10,2,Técnica/Fundamento,Técnica,500,500: 10×50 técnico/nado,,,,,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B03,RKF-RRP-10,3,Perna,Perna,800,800: 8×100 — 50 perna A2+25 A3+25 nado @25,A3|A2,,,Perna,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B04,RKF-RRP-10,4,Braço/Força,Braço/Força,400,400: 8×50 palmar P @15,,,Palmar,,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B05,RKF-RRP-10,5,Pré-série,Pré-série,400,400: 8×50 RP técnico @30,,,,,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B06,RKF-RRP-10,6,Principal,Principal RRP + intervalos,3000,3000: 10×[100 RP@10 +100 RP@10 +100 perna A1@2'],A1,,,Perna,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B07,RKF-RRP-10,7,Pós-série,Pós-série,500,500: 5×100 @20 — 50 perna A1 sem prancha+50 nado A1,A1,,Prancha,Perna,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-10-B08,RKF-RRP-10,8,Regenerativo,Regenerativo,500,500: 200 costas+200 livre+100 escolha,,Livre/Crawl|Costas,,,structured_from_source,READY,Treinos_RRP_RKF,11
RKF-RRP-11-B01,RKF-RRP-11,1,Aquecimento,Aquecimento,1000,1000: 400 livre +400 IM +4×50 prog,,Livre/Crawl|Medley,,,structured_from_source,READY,Treinos_RRP_RKF,12
RKF-RRP-11-B02,RKF-RRP-11,2,Técnica/Fundamento,Técnica,800,"800: 4×200 — 50 drill+50 perna+50 drill+50 nado, 1 por estilo",,,,Perna,structured_from_source,READY,Treinos_RRP_RKF,12
RKF-RRP-11-B03,RKF-RRP-11,3,Perna,Perna,600,600: 12×50 estilos @20,,,,,structured_from_source,READY,Treinos_RRP_RKF,12
